the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at
,ES,Region VII,Bohol,Ubay,Bohol,Ubay I (Northeast),137,Tres Reyes ES,101000,,,118840,19608,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region VII,Bohol,Guindulman,Bohol,Guindulman,22,Pansul PS,,,,186516,21531,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Jetafe,Bohol,Getafe,363,Handumon NHS,353000,,,302828,42576,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Dimiao,Bohol,Dimiao,413,Canhayupon NHS,441000,,,302832,42580,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Dimiao,Bohol,Dimiao,595,Dimiao NHS,616000,,,302845,42593,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Jagna,Bohol,Jagna,444,Lonoy Heroes MHS,480000,,,302870,42618,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,San Miguel,Bohol,San Miguel,407,Bugang National High School,435000,,,302898,42646,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Sevilla,Bohol,Sevilla,396,Sevilla National High School,526000,,,302903,42651,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Inabanga,Bohol,Inabanga North,214,Inabanga North Central Integrated School,223000,,,312341,43101,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region VII,Bohol,Bien Unido,Bohol,Bien Unido,98,Ponciano L. Padin National High School,,,,312360,43120,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Dangcagan,Bukidnon,Dangcagan,278,Macarthur ES,145000,,,126332,27445,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kadingilan,Bukidnon,Kadingilan,188,Malinao ES,133000,,,126405,27518,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kalilangan,Bukidnon,Kalilangan,2746,Kalilangan CES,1143000,,,126421,27533,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kibawe,Bukidnon,Kibawe,196,Balintawak ES,124000,,,126433,27545,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kitaotao,Bukidnon,Kitaotao I,196,Balangigay ES,144000,,,126460,27571,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kitaotao,Bukidnon,Kitaotao I,196,San Isidro ES,128000,,,126486,27597,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kitaotao,Bukidnon,Kitaotao II,325,Tawas ES,165000,,,126494,27605,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Lantapan,Bukidnon,Lantapan,188,Babahagon ES,120000,,,126497,27608,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,144,Alangilan ES,102000,,,126596,27705,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,799,Malitbog CES,373000,,,126605,27714,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,624,San Luis ES,282000,,,126611,27720,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,154,San Migara ES,115000,,,126612,27721,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,283,Siloo ES,149000,,,126613,27722,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,109,Sta Ines ES,106000,,,126614,27723,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,122,Sumalsag ES,96000,,,126615,27724,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,314,Tagmaray ES,172000,,,126616,27725,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,179,Umagling ES,120000,,,126617,27726,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,255,Awol ES,142000,,,126620,27729,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,396,Dahilayan ES,182000,,,126624,27732,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,1115,Damilag ES,482000,,,126626,27734,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,484,Kitam-Is ES,222000,,,126631,27739,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,637,Lunucan ES,282000,,,126634,27742,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,1016,Mambatangan ES,397000,,,126636,27744,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,285,Mampayag ES,152000,,,126637,27745,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,507,Mantibugao ES,215000,,,126639,27747,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,124,Minsuro ES,99000,,,126641,27749,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Manolo Fortich,Bukidnon,Manolo Fortich II,1618,Plantation ES,676000,,,126642,27750,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Maramag,Bukidnon,Maramag I,683,Francisco Villa ES,318000,,,126659,27767,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Pangantucan,Bukidnon,Pangantucan,397,Adtuyon Elementary School,199000,,,126676,27784,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Pangantucan,Bukidnon,Pangantucan South District,400,Langcataon Central Elementary School,194000,,,126687,27795,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Pangantucan,Bukidnon,Pangantucan,215,San Miguel ES,129000,,,126702,27810,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Talakag,Bukidnon,Talakag II,305,Salucot ES,159000,,,126819,27927,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Kalilangan,Bukidnon,Kalilangan,270,Pasayanon ES,159000,,,199509,29346,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,88,Bagong Silang Primary School,61000,,,199539,29375,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Talakag,Bukidnon,Talakag II,103,San Mateo Primary School,55000,,,199540,29376,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region X,Bukidnon,Quezon,Bukidnon,Quezon I,150,Don Antonio O. Floirendo Sr. Primary School,68000,,,199541,29377,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Kalilangan,Bukidnon,Kalilangan,1854,Kalilangan NHS,1821000,,,303958,44272,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Pangantucan,Bukidnon,Pangantucan South District,373,Kimanait NHS,433000,,,303962,44276,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Libona,Bukidnon,Libona,2020,Libona NHS,1698000,,,303968,44282,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,93,Malitbog Nat. Agr'I. HS,540000,,,303972,44286,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Malitbog,Bukidnon,Malitbog,514,San Luis NHS,485000,,,303981,44295,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Talakag,Bukidnon,Talakag I,1321,Talakag NHS,1196000,,,303987,44301,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,San Fernando,Bukidnon,San Fernando I,527,Halapitan NHS - Little Baguio Annex,406000,,,314907,44492,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Talakag,Bukidnon,Talakag I,459,Tikalaan NHS,423000,,,314919,44504,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Don Carlos,Bukidnon,Don Carlos II,611,New Nongnongan NHS - San Nicolas Annex,442000,,,314922,44507,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Quezon,Bukidnon,Quezon I,564,Quezon NHS - Apyao Annex,390000,,,314930,44515,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,Kitaotao,Bukidnon,Kitaotao I,95,Kitaotao National High School - Digongan Annex,144000,,,314931,44516,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region X,Bukidnon,City Malaybalay (Capital),Malaybalay City,Malaybalay City South District,192,Apo Macote NHS,,,,325505,44612,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Baliuag,Bulacan,Baliuag North,293,Catulinan ES,156000,,,104738,4921,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Baliuag,Bulacan,Baliuag North,1349,Jacinto Ponce Elementary School,537000,,,104743,4926,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Guiguinto,Bulacan,Guiguinto,407,DOÃ‘A ESCOLASTICA ALDABA PUNONGBAYAN ES,214000,,,104822,5003,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Guiguinto,Bulacan,Guiguinto,610,Dra. Ruperta G. Caluag ES (Ilang-Ilang),276000,,,104824,5005,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Guiguinto,Bulacan,Guiguinto,206,Pulonggubat ES,143000,,,104827,5008,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Guiguinto,Bulacan,Guiguinto,541,Tabe Elementary School,270000,,,104831,5012,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Paombong,Bulacan,Paombong,152,LANTAD ES,126000,,,104989,5170,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Paombong,Bulacan,Paombong,175,Sta. Cruz ES,133000,,,104996,5177,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,132,Buhol Na Mangga Elementary School,117000,,,105031,5212,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,419,Calasag Elementary School,207000,,,105033,5214,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,238,Mataas na Parang Elementary School,144000,,,105038,5219,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,279,Pulong Tamo Elementary School,157000,,,105040,5221,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,327,San Juan Elementary School,169000,,,105042,5223,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,254,Sta. Catalina Bata Elementary School,152000,,,105043,5224,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso South,213,Casalat Elementary School,136000,,,105052,5233,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso South,237,Matimbubong Elementary School,154000,,,105056,5237,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso South,250,Narra Primary School,78000,,,105057,5238,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso South,109,Sapang Dayap Elementary School,104000,,,105061,5242,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,239,Coral Na Bato ES,140000,,,105117,5298,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,550,Diliman ES,256000,,,105119,5300,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,153,Pasong Bangkal ES,126000,,,105124,5305,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,103,Pasong Callos ES,97000,,,105125,5306,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,357,Sampalok ES,201000,,,105131,5312,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,280,San Agustin ES,151000,,,105132,5313,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,103,Sapang Pahalang PS,85000,,,105135,5316,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,582,Tambubong ES,292000,,,105137,5318,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Rafael,Bulacan,San Rafael,445,Ulingao ES,226000,,,105139,5320,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Santa Maria,Bulacan,Sta. Maria,301,Kaylawig ES,151000,,,105153,5333,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,DoÃ±a Remedios Trinidad,Bulacan,Dona Remedios Trinidad,80,Bato Elementary School,71000,,,158505,7401,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Miguel,Bulacan,San Miguel South,74,Pangarayuman ES,67000,,,158520,7415,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso South,185,Sitio Biga ES,94000,,,158534,7428,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Santa Maria,Bulacan,Sta. Maria,1410,St. Mary Village Elementary School,545000,,,158535,7429,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,Bocaue,Bulacan,Bocaue,1720,Bocaue Hills Elementary School,306000,,,158538,7432,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region III,Bulacan,City of San Jose Del Monte,San Jose del Monte City,San Jose Del Monte West,2141,San Jose del Monte Heights Elementary School,,,,162510,7565,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,Paombong,Bulacan,Paombong,308,Kapitangan National High School,452000,,,300744,39639,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,Bustos,Bulacan,Bustos,240,"Dr. Pablito V. Mendoza, Sr. High Schoo",146000,,,306727,40017,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,San Ildefonso,Bulacan,San Ildefonso North,182,Sta. Catalina Bata National High School,144000,,,306728,40018,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,Bocaue,Bulacan,Bocaue,844,Batia High School,228000,,,306729,40019,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,Plaridel,Bulacan,Plaridel,305,Banga High School,,,,306730,40020,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,City of San Jose Del Monte,San Jose del Monte City,San Jose Del Monte West,763,San Jose del Monte Heights High School,,,,307513,40179,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,SS,Region III,Bulacan,City of San Jose Del Monte,San Jose del Monte City,San Jose Del Monte West,140,San Manuel High School,,,,307514,40180,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region II,Cagayan,Gonzaga,Cagayan,Gonzaga West,111,Cabanbanan Norte Elementary School,93000,,,102688,2772,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region II,Cagayan,Gonzaga,Cagayan,Gonzaga West,246,Minanga ES,151000,,,102700,2784,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region II,Cagayan,Santo NiÃ±o (Faire),Cagayan,Sto. Nino,8,Palusao PS,,,,155026,4498,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region II,Cagayan,Baggao,Cagayan,Baggao East,43,Cagurungan Primary School,,,,155053,4525,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,138,Balce ES,122000,,,112083,12645,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,1338,Basud CS,616000,,,112084,12646,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,200,Brinas ES,135000,,,112085,12647,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,104,Caayunan ES,89000,,,112086,12648,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,85,Fulgueras ES,76000,,,112088,12650,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,148,Guinatungan ES,108000,,,112089,12651,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,178,Hinampacan ES,113000,,,112090,12652,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,191,Langa ES,138000,,,112091,12653,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,143,Mampili ES,103000,,,112092,12654,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,113,Mandazo ES,97000,,,112093,12655,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,279,Matnog ES,140000,,,112095,12657,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,206,Oliva ES,124000,,,112097,12659,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,302,Pinagwarasan ES,165000,,,112100,12662,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,235,Plaridel ES,137000,,,112101,12663,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,99,Taba-Taba ES,88000,,,112105,12667,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,231,Tacad ES,136000,,,112106,12668,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Basud,Camarines Norte,Basud,405,Tuaca ES,215000,,,112107,12669,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,706,Calabaca ES,334000,,,112108,12670,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,169,Camacho Aler ES,120000,,,112109,12671,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,155,Catalino Gonzales ES,125000,,,112113,12675,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,162,Francisco V. Aler ES,115000,,,112116,12678,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,144,Lukbanan ES,114000,,,112117,12679,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,156,Mabini ES,115000,,,112118,12680,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,30,Melquiades Caldit ES,67000,,,112120,12682,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,120,Necio Olila ES,108000,,,112121,12683,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,368,Portugal Chavez ES,191000,,,112123,12685,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,241,Potenciano Juego ES,142000,,,112124,12686,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,197,San Roque ES,130000,,,112125,12687,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Capalonga,Camarines Norte,Capalonga,261,Villa Aurora ES,142000,,,112129,12691,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Daet (Capital),Camarines Norte,Daet North,630,Alawihao ES,304000,,,112131,12693,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Daet (Capital),Camarines Norte,Daet North,507,Dogongan ES,251000,,,112135,12697,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Daet (Capital),Camarines Norte,Daet North,954,Mantagbac Elem School,448000,,,112136,12698,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,Region V,Camarines Norte,Daet (Capital),Camarines Norte,Daet North,644,UP Alawihao Resettlement Elementary School,302000,,,112139,12701,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
