the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at
,ES,ARMM,Maguindanao,Talayan,Maguindanao I,Talayan,313,Katibpuan ES,,,,134199,35529,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talayan,Maguindanao I,Talayan,1064,Midtimbang CES,,,,134201,35531,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Guindulungan,Maguindanao I,Guindulungan,202,Muslim ES,,,,134202,35532,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Guindulungan,Maguindanao I,Guindulungan,1405,Tambunan CES,,,,134203,35533,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Anggal Midtimbang,Maguindanao I,Datu Anggal,699,Alimao ES,,,,134204,35534,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,257,Bintan ES,,,,134205,35535,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,401,Datu Mapandala ES,,,,134206,35536,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,248,Gadungan ES,,,,134207,35537,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Anggal Midtimbang,Maguindanao I,Datu Anggal,704,Kiteb CES,,,,134208,35538,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,208,Kuden PS,,,,134209,35539,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,179,Macadayon PS,,,,134210,35540,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Anggal Midtimbang,Maguindanao I,Datu Anggal,750,Mapayag ES,,,,134211,35541,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Anggal Midtimbang,Maguindanao I,Datu Anggal,669,Nunangan ES,,,,134212,35542,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talitay,Maguindanao I,Talitay,263,Pageda ES,,,,134213,35543,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,263,Bantek ES,,,,134215,35545,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,282,Bliugan ES,,,,134216,35546,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,197,Blensong Primary School,,,,134217,35547,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,157,Bongbong Elementary School,,,,134218,35548,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,367,Bugabungan ES,,,,134219,35549,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,234,Borongotan ES,,,,134220,35550,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,194,F. Besas Sr. ES,,,,134222,35552,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,258,Fantil ES,,,,134223,35553,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,266,Gamek ES,,,,134224,35554,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,380,Kabakaba ES,,,,134225,35555,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,249,Kabutoyen ES,,,,134227,35557,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,218,Kamonsawi ES,,,,134228,35558,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,205,Kapilit ES,,,,134229,35559,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,630,Katiguesen ES,,,,134230,35560,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,393,Kibleg ES,,,,134231,35561,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,166,Kindal ES,,,,134232,35562,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,321,Mirab ES,,,,134233,35563,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,109,Passi PS,,,,134235,35565,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,537,Pedro C. Dolores ES,,,,134236,35566,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,189,Ranao Pilayan ES,,,,134237,35567,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,279,Renti ES,,,,134238,35568,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,121,S. Midal PS,,,,134239,35569,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,389,Sefegefen Elementary School,,,,134240,35570,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi North,453,Tenongol ES,,,,134241,35571,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,251,BAHAR ELEMENTARY SCHOOL,,,,134243,35573,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,277,Binaton Primary School,,,,134244,35574,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,268,BONGO ELEMENTARY SCHOOL,,,,134245,35575,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,279,Brawarbatew PS,,,,134246,35576,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,66,BULUDAN PRIMARY SCHOOL,,,,134247,35577,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,487,Lumao ES,,,,134248,35578,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,268,Itaw Elementary School,,,,134249,35579,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,85,Kaus PS,,,,134250,35580,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,413,Kigan Elementary School,,,,134251,35581,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,68,KINEMKEM PRIMARY SCHOOL,,,,134252,35582,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,156,Kitol ES,,,,134253,35583,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,73,KUHAN PRIMARY SCHOOL,,,,134254,35584,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,239,KUYA ELEMENTARY SCHOOL,,,,134255,35585,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,239,LAMUD ELEMENTARY SCHOOL,,,,134256,35586,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,84,Lete PS,,,,134257,35587,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,153,Letingan PS,,,,134258,35588,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,647,Looy ES,,,,134259,35589,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,118,Mafran ES,,,,134260,35590,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,175,Pelagio P. Platon ES,,,,134261,35591,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,682,ALIMAN B GUNSI ELEMENTARY SCHOOL,,,,134262,35592,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,379,Pilar ES,,,,134263,35593,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,128,Refra PS,,,,134264,35594,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,234,Benuan PS,,,,134265,35595,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,168,HADJI USOP T. CAMPONG ELEMENTARY SCHOOL,,,,134266,35596,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,220,San Jose Elementary School,,,,134267,35597,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,256,Sanduagan PS,,,,134268,35598,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,363,ELISEO C. SIOSON SR. E/S,,,,134269,35599,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,1495,Timanan CES,,,,134270,35600,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,94,Trecero PS,,,,134271,35601,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,76,Bacayawan PS,,,,134272,35602,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,168,Blala ES,,,,134273,35603,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,368,Datu Sa Biwang ES,,,,134275,35604,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,190,Dawat Central ES,,,,134276,35605,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,279,"Don F. Blanco, Sr. ES",,,,134277,35606,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,239,Kiga ES,,,,134278,35607,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,498,Kinimi ES,,,,134279,35608,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,310,Lahangkeb ES,,,,134280,35609,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,81,Laguitan PS,,,,134281,35610,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,67,Maningula PS,,,,134282,35611,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,111,Meti PS,,,,134283,35612,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,342,Nalkan ES,,,,134284,35613,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,237,Carlos Palindac ES,,,,134285,35614,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,273,Pura ES,,,,134286,35615,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,163,Ranao Midafa PS,,,,134287,35616,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,151,Resa ES,,,,134288,35617,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Upi,Maguindanao II,Upi West,488,Sabaken Central ES,,,,134289,35618,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,267,Sedem ES,,,,134290,35619,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,218,Sinipak PS,,,,134291,35620,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,86,Tambak PS,,,,134292,35621,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Blah Sinsuat,Maguindanao II,Datu Blah Sinsuat,314,Tubuan ES,,,,134294,35623,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Abdullah Sangki,Maguindanao I,Datu Abdullah Sangki,169,Guinibon PS,,,,216521,36333,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Abdullah Sangki,Maguindanao I,Datu Abdullah Sangki,445,Pidsimbulan ES,,,,216523,36334,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon East,139,Ampuan ES,,,,216524,36335,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buluan,Maguindanao I,Buluan,179,Datu Powa K. Mangudadatu ES,,,,216527,36336,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Piang,Maguindanao I,Datu Piang I,72,Balanaken PS,,,,216528,36337,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Saudi-Ampatuan,Maguindanao I,Datu Saudi Uy Ampatuan,326,Elian PS,,,,216529,36338,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Piang,Maguindanao I,Datu Piang II,227,Reina Regente PS,,,,216530,36339,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),Maguindanao II,DOS North,25,Dulangan PS,,,,216531,36340,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),Maguindanao II,DOS North,23,Tambak PS,,,,216532,36341,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),Maguindanao II,DOS South,367,Camp Ebrahim Sema ES,,,,216533,36342,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Parang,Maguindanao II,Kabuntalan South,69,Pened PS,,,,216534,36343,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Unsay,Maguindanao I,Datu Unsay,280,Kyamko PS,,,,216535,36344,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Unsay,Maguindanao I,Datu Unsay,335,Maitumaig ES,,,,216536,36345,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat II,381,Katidtuan Elementary School,,,,216538,36346,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,330,Tukanakuden Elementary School,,,,216539,36347,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Guindulungan,Maguindanao I,Guindulungan,60,Ahan PS,,,,216540,36348,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talayan,Maguindanao I,Talayan,436,Tamar ES,,,,216542,36349,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,177,Feta Elementary School,,,,216544,36350,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Paglat,Maguindanao I,Paglat,276,Upper Idtig ES,,,,216545,36351,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Ampatuan,Maguindanao I,Ampatuan,92,Matagabong ES,,,,216546,36352,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira,110,Lipawan PS,,,,216550,36353,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira North,250,Madalum ES,,,,216551,36354,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Anggal Midtimbang,Maguindanao I,Datu Anggal,371,Upak ES,,,,216553,36355,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Talayan,Maguindanao I,Talayan,274,South Binangga PS,,,,216554,36356,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas East,256,Mangelen Andang ES,,,,216555,36357,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,449,Bulod Elementary School,,,,216557,36358,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat I,95,Senditan PS,,,,216558,36359,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),Maguindanao I,Sultan Sa Barongis,178,Tugal PS,,,,216559,36360,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Rajah Buayan,Maguindanao I,Rajah Buayan,282,Baital ES,,,,216560,36361,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat II,60,Banatin PS,,,,216561,36362,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Kudarat (Nuling),Maguindanao II,Sultan Kudarat II,35,Tula-Tula PS,,,,216563,36363,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan North,36,Guiawa PS,,,,216565,36364,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Parang,Maguindanao II,Parang Bongo,103,Hadji Datu Taha Biruar PS,,,,216567,36365,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,377,Inug-ug ES,,,,216568,36366,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Pagalungan,Maguindanao I,Pagalungan,271,Dataya ES,,,,216569,36367,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,328,Datu Langalen Matagmama ES,,,,216570,36368,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas South,123,Mangadeg ES,,,,216571,36369,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Montawal (Pagagawan),Maguindanao I,Datu Montawal(Pagagawan),55,Nabundas PS,,,,216572,36370,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,South Upi,Maguindanao I,South Upi,147,BIARONG PRIMARY SCHOOL,,,,216574,36371,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mamasapano,Maguindanao I,Mamasapano,232,Tuka ES,,,,216575,36372,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Guindulungan,Maguindanao I,Guindulungan,74,Maringen PS,,,,216576,36373,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Guindulungan,Maguindanao I,Guindulungan,65,Mari ES,,,,216577,36374,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon East,16,Datu Abolais A. Manalao PS,,,,216578,36375,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,104,Caruisan PS,,,,216580,36376,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,69,Datu Abolais Manalao PS,,,,216581,36377,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Buldon,Maguindanao II,Buldon West,114,Pinadzangca PS,,,,216582,36378,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Sultan Mastura,Maguindanao II,Sultan Mastura,336,Darping Elementary School,,,,216584,36379,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan North,162,"Pablo Antipolo, Sr. PS (Damatog PS)",,,,216585,36380,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Ampatuan,Maguindanao I,Ampatuan,304,Sultan Umpig PS,,,,216586,36381,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mangudadatu,Maguindanao I,Mangudadatu,134,Kalian PS,,,,216587,36382,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Mangudadatu,Maguindanao I,Mangudadatu,205,Kalim ES,,,,216589,36383,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Gen. S. K. Pendatun,Maguindanao I,Gen. S. K. Pendatun,185,Ambolinog Elementary School,,,,216590,36384,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Datu Paglas,Maguindanao I,Datu Paglas North,215,Sinalayan ES,,,,216591,36385,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Rajah Buayan,Maguindanao I,Rajah Buayan,316,Gaunan Elementary School,,,,216592,36386,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Barira,Maguindanao II,Barira,260,Sultan Malambut ES,,,,216593,36387,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan South,140,Butilen PS,,,,216594,36388,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Maguindanao,Kabuntalan (Tumbao),Maguindanao II,Kabuntalan South,60,Langeban PS,,,,216595,36389,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
